author,title
http://www.gra.fo/publication/Jack_Kent,An Experimental Evaluation of Crash Recovery Mechanisms.
http://www.gra.fo/publication/Hans_Jörg_Schek,Die NF
http://www.gra.fo/publication/Noga_Alon,Tracking Join and Self-Join Sizes in Limited Storage.
http://www.gra.fo/publication/Ramez_Elmasri,Data Model Integration Using the Structural Model.
http://www.gra.fo/publication/Dimitri_Theodoratos,Designing the Global Data Warehouse with SPJ Views.
http://www.gra.fo/publication/Dennis_Tsichritzis,LSL: A Link and Selector Language.
http://www.gra.fo/publication/conf_sigmod___,LSL: A Link and Selector Language.
http://www.gra.fo/publication/Dennis_Tsichritzis,Comments on Advantages of the Relational View.
http://www.gra.fo/publication/conf_sigmod___,Comments on Advantages of the Relational View.
http://www.gra.fo/publication/Lynda_Hardman,Structured Multimedia Authoring.
http://www.gra.fo/publication/Carlo_Batini,An Experience of Integration of Conceptual Schemas in the Italian Public Administration.
http://www.gra.fo/publication/STOC,"""Clique Partitions"
http://www.gra.fo/publication/Srinivas_Ashwin,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting.
http://www.gra.fo/publication/Carlo_Zaniolo,On the Unification of Active Databases and Deductive databases.
http://www.gra.fo/publication/Sergey_Zykov,Human Resources Information Systems Improvement: Involving Financial Systems and Other Sources Data.
http://www.gra.fo/publication/Stefan_Berchtold,Improving the Query Performance of High-Dimensional Index Structures by Bulk-Load Operations.
http://www.gra.fo/publication/Clarence_A__Ellis,Concurrency Control in Groupware Systems.
http://www.gra.fo/publication/Arie_Shoshani,CABLE: A Chain-Based Language for the Entity-Relationship Model.
http://www.gra.fo/publication/William_W__Cohen,Providing Database-like Access to the Web Using Queries Based on Textual Similarity.
http://www.gra.fo/publication/Daniel_M__Dias,The Coyote Project: Framework for Multi-party E-Commerce.
http://www.gra.fo/publication/Joxan_Jaffar,Constraint Logic Programming.
http://www.gra.fo/publication/Siu_Wah_Lau,A Novel Video-On-Demand Storage Architecture for Supporting Constant Frame Rate with Variable Bit Rate Retrieval.
http://www.gra.fo/publication/Alexander_Aiken,Tioga-2: A Direct Manipulation Database Visualization Environment.
http://www.gra.fo/publication/H__V__Jagadish,Flexible List Management in a Directory.
http://www.gra.fo/publication/Robert_M__Losee,Probabilistic Models for Document Retrieval: A Comparison of Performance on Experimental and Synthetic Databases.
http://www.gra.fo/publication/Marco_Schaerf,Negation and Minimality in Non-Horn Databases.
http://www.gra.fo/publication/Gad_Ariav,Time and Databases.
http://www.gra.fo/publication/Michael_Kifer,A First-Order Theory of Types and Polymorphism in Logic Programming
http://www.gra.fo/publication/Lex_Wedemeijer,Semantical Change Patterns in the Conceptual Schema.
http://www.gra.fo/publication/Clifford_A__Lynch,Extended User-Defined Indexing with Application to Textual Databases.
http://www.gra.fo/publication/Bernhard_Thalheim,The Strength of ER Modeling.
http://www.gra.fo/publication/Bernhard_Thalheim,Fundamentals of Cardinality Constraints.
http://www.gra.fo/publication/Bernhard_Thalheim,State-Conditioned Semantics in Databases.
http://www.gra.fo/publication/Darrell_D__E__Long,Regeneration Protocols for Replicated Objects.
http://www.gra.fo/publication/Seigo_Muto,A Dynamic Load Balancing Strategy for Parallel Datacube Computation.
http://www.gra.fo/publication/Seigo_Muto,Improving Main Memory Utilization for Array-Based DataCube Computation.
http://www.gra.fo/publication/Mark_Bernstein,Patterns of Hypertext.
http://www.gra.fo/publication/Constantin_Arapis,Temporal Specifications of Object Behavior.
http://www.gra.fo/publication/Yuli_Zhou,A Theory for Rule Triggering Systems.
http://www.gra.fo/publication/Anthony_J__Bonner,A Logic for Hypothetical Reasoning.
http://www.gra.fo/publication/Ron_van_der_Meyden,The Dynamic Logic of Permission
http://www.gra.fo/publication/Alin_Deutsch,Storing Semistructured Data with STORED.
http://www.gra.fo/publication/Pedro_A__Szekely,A User Interface Toolkit Based on Graphical Objects and Constraints.
http://www.gra.fo/publication/Carlos_A__Hurtado,Updating OLAP Dimensions.
http://www.gra.fo/publication/Phillip_B__Gibbons,New Sampling-Based Summary Statistics for Improving Approximate Query Answers.
http://www.gra.fo/publication/Arif_Merchant,Performance Analysis of Dynamic Finite Versioning for Concurrency Transaction and Query Processing.
http://www.gra.fo/publication/Osamu_Nakamura,A High-speed Morpheme-Extraction System Using Dictionary Database.
http://www.gra.fo/publication/Garth_A__Gibson,Failure Correction Techniques for Large Disk Arrays.
http://www.gra.fo/publication/Jack_A__Orenstein,Accessing a Relational Database through an Object-Oriented Database Interface.
http://www.gra.fo/publication/Klaus_R__Dittrich,Object-Oriented Database Systems - A Workshop Report.
http://www.gra.fo/publication/Harald_Schöning,Integrating Complex Objects and Recursion.
http://www.gra.fo/publication/Douglas_B__Terry,Continuous Queries over Append-Only Databases.
http://www.gra.fo/publication/Uwe_Hohenstein,A Graphical Tool for Specifying Semantic Enrichment of Relational Databases.
http://www.gra.fo/publication/P__J__Titman,An Experimental Data Base System Using Binary Relations.
http://www.gra.fo/publication/Ralf_Schaarschmidt,Schema Versioning for Archives in Database Systems.
http://www.gra.fo/publication/Dimitrios_Gunopulos,Discovering All Most Specific Sentences by Randomized Algorithms.
http://www.gra.fo/publication/Neil_Immerman,Length of Predicate Calculus Formulas as a New Complexity Measure
http://www.gra.fo/publication/Gary_S__Kahn,TEST: A Model-driven Application Shell.
http://www.gra.fo/publication/Georg_Lausen,Pre-Analysis Locking: A Safe and Deadlock Free Locking Policy.
http://www.gra.fo/publication/Anand_S__Rao,Modeling Rational Agents within a BDI-Architecture.
http://www.gra.fo/publication/Rehab_M__Duwairi,Schema Integration Meta-Knowledge Classification and Reuse.
http://www.gra.fo/publication/Brian_J__Reiser,Dynamic Student Modelling in an Intelligent Tutor for LISP Programming.
http://www.gra.fo/publication/Stephen_J__Hegner,Decomposition of Relational Schemata into Components Defined by Both Projection and Restriction.
http://www.gra.fo/publication/Stephen_J__Hegner,Algebraic Aspects of Relational Database Decomposition.
http://www.gra.fo/publication/Stephen_J__Hegner,Canonical View Update Support through Boolean Algebras of Components.
http://www.gra.fo/publication/Stephen_J__Hegner,Specification and Implementation of Programs for Updating Incomplete Information Databases.
http://www.gra.fo/publication/Ramakrishnan_Srikant,Mining Quantitative Association Rules in Large Relational Tables.
http://www.gra.fo/publication/François_Bancilhon,Understanding Object-Oriented Database Systems.
http://www.gra.fo/publication/Alberto_O__Mendelzon,Object Migration.
http://www.gra.fo/publication/Eduardo_Mena,Automatic Ontology Construction for a Multiagent-Based Software Gathering Service.
http://www.gra.fo/publication/Victor_M__Markowitz,Incremental Reorganization of Relational Databases.
http://www.gra.fo/publication/Calton_Pu,Split-Transactions for Open-Ended Activities.
http://www.gra.fo/publication/Yukihiro_Morita,Retrieval-By-Unification Operation on a Relational Knowledge Base.
http://www.gra.fo/publication/Matthias_Jarke,Software Process Modeling as a Strategy for KBMS Implementation.
http://www.gra.fo/publication/Calton_Pu,Regeneration of Replicated Objects: A Technique and Its Eden Implementation.
http://www.gra.fo/publication/Weiye_Zhang,Dynamic Memory Adjustment for External Mergesort.
http://www.gra.fo/publication/Weiye_Zhang,Buffering and Read-Ahead Strategies for External Mergesort.
http://www.gra.fo/publication/Krithi_Ramamritham,In Search of Acceptability Citeria: Database Consistency Requirements and Transaction Correctness properties.
http://www.gra.fo/publication/Elizabeth_Allen,YAPS: A Production Rule System Meets Objects.
http://www.gra.fo/publication/Serge_Himbaut,Tell-Me: A Natural Language Query System.
http://www.gra.fo/publication/Diego_Calvanese,Description Logic Framework for Information Integration.
http://www.gra.fo/publication/Gabriel_Matsliach,Maintaining Bounded Disorder Files in Multiprocessor Multi-Disk Environments.
http://www.gra.fo/publication/Thorsten_von_Eicken,Active Messages: A Mechanism for Integrated Communication and Computation.
http://www.gra.fo/publication/Jiawei_Han_____,Mining Knowledge at Multiple Concept Levels.
http://www.gra.fo/publication/Arif_Merchant,Design and Modeling of Clustered RAID.
http://www.gra.fo/publication/Wei_Sun_____,An Instant and Accurate Estimation Method for Joins and Selection in a Retrieval-Intensive Environment.
http://www.gra.fo/publication/Vladimir_Yu__Sazonov,Delta-Languages for Sets and sub-PTIME Graphs Transformers.
http://www.gra.fo/publication/Marianne_Baudinet,Temporal Logic Programming is Complete and Expressive.
http://www.gra.fo/publication/Anisoara_Nica,The CVS Algorithm for View Synchronization in Evolvable Large-Scale Information Systems.
http://www.gra.fo/publication/Peter_Wegner,Dimensions of Object-Based Language Design.
http://www.gra.fo/publication/Ron_Sacks_Davis,The Structured Information Manager: A Database System for SGML Documents.
http://www.gra.fo/publication/Laks_V__S__Lakshmanan,Probabilistic Deductive Databases.
http://www.gra.fo/publication/Torben_Bach_Pedersen,Multidimensional Data Modeling for Complex Data.
http://www.gra.fo/publication/Stefano_Trisolini,Data Integration and Warehousing in Telecom Italia.
http://www.gra.fo/publication/Lars_Arge,On Sorting Strings in External Memory (Extended Abstract).
http://www.gra.fo/publication/Peter_Scheuermann,Concepts of a Data Base Simulation Language.
http://www.gra.fo/publication/Norbert_A__Streitz,SEPIA: A Cooperative Hypermedia Authoring Environment.
http://www.gra.fo/publication/Naftaly_H__Minsky,Synergistic Authorization in Database Systems
http://www.gra.fo/publication/Randy_H__Katz,Version Modeling Concepts for Computer-Aided Design Databases.
http://www.gra.fo/publication/Christian_Freksa,Using Orientation Information for Qualitative Spatial Reasoning.
http://www.gra.fo/publication/H__Breitwieser,A Distributed Transaction Processing Protocol Based on Majority Consensus.
http://www.gra.fo/publication/V__Wiktor_Marek,The Stable Models of a Predicate Logic Program.
http://www.gra.fo/publication/Vassilis_Christophides,Evaluating Queries with Generalized Path Expressions.
http://www.gra.fo/publication/Alejandro_P__Buchmann,A Generalized Constraint and Exception handler for an Object-Oriented CAD-DBMS.
http://www.gra.fo/publication/Masaru_Kitsuregawa,The Effect of Bucket Size Tuning in the Dynamic Hybrid GRACE Hash Join Method.
http://www.gra.fo/publication/Wynne_Hsu,Image Mining in IRIS: Integrated Retinal Information System.
http://www.gra.fo/publication/Epaminondas_Kapetanios,Extracting and Providing Knowledge within an Object-Centered Scientific Information System for Atmospheric Research.
http://www.gra.fo/publication/Sumit_Ganguly,Bifocal Sampling for Skew-Resistant Join Size Estimation.
http://www.gra.fo/publication/Adele_E__Howe,Analyzing Failure Recovery to Improve Planner Design.
http://www.gra.fo/publication/Surajit_Chaudhuri,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System.
http://www.gra.fo/publication/Klemens_Böhm,Administering Structured Documents in Digital Libraries.
http://www.gra.fo/publication/Kenneth_A__Ross,Modular Stratification and Magic Sets for DATALOG Programs with Negation.
http://www.gra.fo/publication/Kenneth_A__Ross,Relations with Relation Names as Arguments: Algebra and Calculus.
http://www.gra.fo/publication/Kenneth_A__Ross,Structural Totality and Constraint Stratification.
http://www.gra.fo/publication/Kenneth_A__Ross,A Procedural Semantics for Well Founded Negation in Logic Programs.
http://www.gra.fo/publication/Kenneth_A__Ross,Modular Acyclicity and Tail Recursion in Logic Programs.
http://www.gra.fo/publication/Randal_C__Nelson,A Population Analysis for Hierarchical Data Structures.
http://www.gra.fo/publication/M__Muralikrishna,Equi-Depth Histograms For Estimating Selectivity Factors For Multi-Dimensional Queries.
http://www.gra.fo/publication/Ronald_Fagin,Acyclic Database Schemes (of Various Degrees): A Painless Introduction.
http://www.gra.fo/publication/Matthias_Nicola,Increasing the Expressiveness of Analytical Performance Models for Replicated Databases.
http://www.gra.fo/publication/Robert_M__Colomb,Use of a Persistent Graph Abstract Data Type for Representing CASE Tools Repositories.
http://www.gra.fo/publication/Manuel_García_Solaco,A Structure Based Schema Integration Methodology.
http://www.gra.fo/publication/C__J__Date,Database Usability (Abstract).
http://www.gra.fo/publication/C__J__Date,An Architecture for High-Level Language Database Extensions.
http://www.gra.fo/publication/Jürgen_M__Janas,Towards more Informative User Interfaces.
http://www.gra.fo/publication/Domenico_Ferrari,On the Foundations of Artificial Workload Design.
http://www.gra.fo/publication/Lee_A__Hollaar,Current Research Into Specialized Processors For Text Information Retrieval.
http://www.gra.fo/publication/Eric_C__Cooper,On the Expressive Power of Query Languages for Relational Databases.
http://www.gra.fo/publication/Joonwon_Lee,Synchronization with Multiprocessor Caches.
http://www.gra.fo/publication/Rudi_Studer,Functional Specification of a Decision Support System.
http://www.gra.fo/publication/Rudi_Studer,A Dialogue Interface for Data Base Applications.
http://www.gra.fo/publication/Matthew_L__Ginsberg,Multi-Valued Logics.
http://www.gra.fo/publication/Matthew_L__Ginsberg,Non-Monotonic Reasoning Using Dempster's Rule.
