IRI,first_name,last_name
http://www.gra.fo/publication/Chung_C__Chang,Chung-C.,Chang
http://www.gra.fo/publication/R__Ng,R.,Ng
http://www.gra.fo/publication/Franck_Morvan,Franck,Morvan
http://www.gra.fo/publication/Sharon_C__Salveter,Sharon C.,Salveter
http://www.gra.fo/publication/Robert_Shectman,Robert,Shectman
http://www.gra.fo/publication/Nancy_A__Van_House,Nancy A. Van,House
http://www.gra.fo/publication/Edward_Omiecinski,Edward,Omiecinski
http://www.gra.fo/publication/Kok_Phuang_Tan,Kok-Phuang,Tan
http://www.gra.fo/publication/Frank_Ruskey,Frank,Ruskey
http://www.gra.fo/publication/R__D__Merrill,R. D.,Merrill
http://www.gra.fo/publication/Filippo_Neri,Filippo,Neri
http://www.gra.fo/publication/A__Eiger,A.,Eiger
http://www.gra.fo/publication/Paitoon_Tontiwachwuthikul,Paitoon,Tontiwachwuthikul
http://www.gra.fo/publication/Mark_May_____,Mark May,0002
http://www.gra.fo/publication/Flip_Korn,Flip,Korn
http://www.gra.fo/publication/Andreas_Kluck,Andreas,Kluck
http://www.gra.fo/publication/Eric_A__Domeshek,Eric A.,Domeshek
http://www.gra.fo/publication/Kim_J__Vicente,Kim J.,Vicente
http://www.gra.fo/publication/Susumu_Kawashima,Susumu,Kawashima
http://www.gra.fo/publication/J__O_Keeffe,J.,O'Keeffe
http://www.gra.fo/publication/Lui_Sha,Lui,Sha
http://www.gra.fo/publication/Terry_E__Weymouth,Terry E.,Weymouth
http://www.gra.fo/publication/Thomas_J__Bannon,Thomas J.,Bannon
http://www.gra.fo/publication/Takahiro_Hara,Takahiro,Hara
http://www.gra.fo/publication/Desh_Ranjan,Desh,Ranjan
http://www.gra.fo/publication/Matthew_B__Koll,Matthew B.,Koll
http://www.gra.fo/publication/Sunil_Samtani,Sunil,Samtani
http://www.gra.fo/publication/Joseph_A__Spahr,Joseph A.,Spahr
http://www.gra.fo/publication/Michael_Tinker,Michael,Tinker
http://www.gra.fo/publication/Rolf_Hennicker,Rolf,Hennicker
http://www.gra.fo/publication/Walter_W__Chang,Walter W.,Chang
http://www.gra.fo/publication/Octavian_Procopiuc,Octavian,Procopiuc
http://www.gra.fo/publication/Fausto_Rabitti,Fausto,Rabitti
http://www.gra.fo/publication/Lev_A__Tenenbaum,Lev A.,Tenenbaum
http://www.gra.fo/publication/Edgar_M__Cagley,Edgar M.,Cagley
http://www.gra.fo/publication/Conrad_Bock,Conrad,Bock
http://www.gra.fo/publication/János_Pach,János,Pach
http://www.gra.fo/publication/Huang_Jen_Chen,Huang-Jen,Chen
http://www.gra.fo/publication/Peter_D__Welch,Peter D.,Welch
http://www.gra.fo/publication/Terrence_Champion,Terrence,Champion
http://www.gra.fo/publication/Xiaoya_Yang,Xiaoya,Yang
http://www.gra.fo/publication/Marcelo_Finger,Marcelo,Finger
http://www.gra.fo/publication/Pirjo_Ronkainen,Pirjo,Ronkainen
http://www.gra.fo/publication/Eric_Lund,Eric,Lund
http://www.gra.fo/publication/Jamel_Tayeb,Jamel,Tayeb
http://www.gra.fo/publication/Iyer_N__Subramanian,Iyer N.,Subramanian
http://www.gra.fo/publication/Pekka_Kostamaa,Pekka,Kostamaa
http://www.gra.fo/publication/David_Sharpe,David,Sharpe
http://www.gra.fo/publication/Hadas_Shachnai,Hadas,Shachnai
http://www.gra.fo/publication/Joseph_Rajkumar,Joseph,Rajkumar
http://www.gra.fo/publication/Ming_Ju_Lin,Ming-Ju,Lin
http://www.gra.fo/publication/Meridith_A__Lane,Meridith A.,Lane
http://www.gra.fo/publication/Shun_Kawabe,Shun,Kawabe
http://www.gra.fo/publication/Marianne_Baudinet,Marianne,Baudinet
http://www.gra.fo/publication/Jack_Y__B__Lee,Jack Y. B.,Lee
http://www.gra.fo/publication/Amit_Basu,Amit,Basu
http://www.gra.fo/publication/Lex_Wedemeijer,Lex,Wedemeijer
http://www.gra.fo/publication/Carlos_Cunha,Carlos,Cunha
http://www.gra.fo/publication/Gisela_Fischer,Gisela,Fischer
http://www.gra.fo/publication/B__Geubelle,B.,Geubelle
http://www.gra.fo/publication/Robert_Durst,Robert,Durst
http://www.gra.fo/publication/Roberto_Basili_____,Roberto Basili,0001
http://www.gra.fo/publication/Olivier_D__Faugeras,Olivier D.,Faugeras
http://www.gra.fo/publication/Peter_Weinstein,Peter,Weinstein
http://www.gra.fo/publication/K__Narayanaswamy,K.,Narayanaswamy
http://www.gra.fo/publication/Christophe_Tollu,Christophe,Tollu
http://www.gra.fo/publication/Jesse_B__Wright,Jesse B.,Wright
http://www.gra.fo/publication/Randal_J__Peters,Randal J.,Peters
http://www.gra.fo/publication/Alex_Moenkeberg,Alex,Moenkeberg
http://www.gra.fo/publication/David_A__McAllester,David A.,McAllester
http://www.gra.fo/publication/Richard_W__Schaaf,Richard W.,Schaaf
http://www.gra.fo/publication/Alberto_Belussi,Alberto,Belussi
http://www.gra.fo/publication/Bernhard_Thalheim,Bernhard,Thalheim
http://www.gra.fo/publication/Anand_Srinivasan,Anand,Srinivasan
http://www.gra.fo/publication/Jun_ya_Morishita,Jun-ya,Morishita
http://www.gra.fo/publication/Masayoshi_Aritsugi,Masayoshi,Aritsugi
http://www.gra.fo/publication/David_L__Russell,David L.,Russell
http://www.gra.fo/publication/Eliezer_Levy,Eliezer,Levy
http://www.gra.fo/publication/Hiroshi_Hagiwara,Hiroshi,Hagiwara
http://www.gra.fo/publication/Philip_M__Neches,Philip M.,Neches
http://www.gra.fo/publication/Fernando_Ferri,Fernando,Ferri
http://www.gra.fo/publication/Dhiraj_K__Pradhan,Dhiraj K.,Pradhan
http://www.gra.fo/publication/M__Howard_Williams,M. Howard,Williams
http://www.gra.fo/publication/Prithwish_Kangsabanik,Prithwish,Kangsabanik
http://www.gra.fo/publication/Hariklia_Tsalapata,Hariklia,Tsalapata
http://www.gra.fo/publication/Kenneth_R__Grant,Kenneth R.,Grant
http://www.gra.fo/publication/Peter_S__Canning,Peter S.,Canning
http://www.gra.fo/publication/Athena_Vakali,Athena,Vakali
http://www.gra.fo/publication/Dan_Ash,Dan,Ash
http://www.gra.fo/publication/Russell_Greiner,Russell,Greiner
http://www.gra.fo/publication/Sheau_Ru_Tong,Sheau-Ru,Tong
http://www.gra.fo/publication/Richard_Pledereder,Richard,Pledereder
http://www.gra.fo/publication/Douglas_Foxvog,Douglas,Foxvog
http://www.gra.fo/publication/John_L__Gustafson,John L.,Gustafson
http://www.gra.fo/publication/Heiko_Thimm,Heiko,Thimm
http://www.gra.fo/publication/Gianfranco_Mascari,Gianfranco,Mascari
http://www.gra.fo/publication/Michael_I__Schwartzbach,Michael I.,Schwartzbach
http://www.gra.fo/publication/Paul_D__Seymour,Paul D.,Seymour
http://www.gra.fo/publication/Douglas_J__Lorch,Douglas J.,Lorch
http://www.gra.fo/publication/Keith_L__Doty,Keith L.,Doty
http://www.gra.fo/publication/Deepak_Kapur,Deepak,Kapur
http://www.gra.fo/publication/Trevor_H__Jones,Trevor H.,Jones
http://www.gra.fo/publication/Marie_Noëlle_Terrasse,Marie-Noëlle,Terrasse
http://www.gra.fo/publication/Alexander_S__Szalay,Alexander S.,Szalay
http://www.gra.fo/publication/Nikolaus_Ott,Nikolaus,Ott
http://www.gra.fo/publication/Jacob_van_den_Berg,Jacob van den,Berg
http://www.gra.fo/publication/A__D__Smet,A. D.,Smet
http://www.gra.fo/publication/Kelly_W__Cartron,Kelly W.,Cartron
http://www.gra.fo/publication/Sandra_Marcus,Sandra,Marcus
http://www.gra.fo/publication/William_B__Gevarter,William B.,Gevarter
http://www.gra.fo/publication/Tung_Huynh,Tung,Huynh
http://www.gra.fo/publication/Cass_Squire,Cass,Squire
http://www.gra.fo/publication/Takayuki_Tanaka,Takayuki,Tanaka
http://www.gra.fo/publication/Rosli_Omar,Rosli,Omar
http://www.gra.fo/publication/Hiroshi_Tsuda,Hiroshi,Tsuda
http://www.gra.fo/publication/Janet_Jacobsen,Janet,Jacobsen
http://www.gra.fo/publication/S__Ganapathy,S.,Ganapathy
http://www.gra.fo/publication/S__Coluccini,S.,Coluccini
http://www.gra.fo/publication/Michael_Wilens,Michael,Wilens
http://www.gra.fo/publication/Atsuyuki_Morishima,Atsuyuki,Morishima
http://www.gra.fo/publication/Detlef_Seese,Detlef,Seese
http://www.gra.fo/publication/Mriganka_Das,Mriganka,Das
http://www.gra.fo/publication/Yasuo_Yamane,Yasuo,Yamane
http://www.gra.fo/publication/Dirk_Bartels,Dirk,Bartels
http://www.gra.fo/publication/Carlo_Ghezzi,Carlo,Ghezzi
http://www.gra.fo/publication/Thomas_Dean,Thomas,Dean
http://www.gra.fo/publication/Philip_J__Barnard,Philip J.,Barnard
http://www.gra.fo/publication/Tomasz_Pietrzykowski,Tomasz,Pietrzykowski
http://www.gra.fo/publication/David_Farmer,David,Farmer
http://www.gra.fo/publication/Jeffrey_O__Kephart,Jeffrey O.,Kephart
http://www.gra.fo/publication/D__N__Kamber,D. N.,Kamber
http://www.gra.fo/publication/Hiromi_Haniuda,Hiromi,Haniuda
http://www.gra.fo/publication/Vangelis_Th__Paschos,Vangelis Th.,Paschos
http://www.gra.fo/publication/David_A__Mix_Barrington,David A. Mix,Barrington
http://www.gra.fo/publication/Ali_Keskin,Ali,Keskin
http://www.gra.fo/publication/Daniel_F__Lieuwen,Daniel F.,Lieuwen
http://www.gra.fo/publication/Pradeep_S__Sindhu,Pradeep S.,Sindhu
http://www.gra.fo/publication/Hideo_Matsuka,Hideo,Matsuka
http://www.gra.fo/publication/Robert_A__Weida,Robert A.,Weida
http://www.gra.fo/publication/Douglas_Banks,Douglas,Banks
http://www.gra.fo/publication/Paul_G__Sorenson,Paul G.,Sorenson
http://www.gra.fo/publication/Nobuyoshi_Miyazaki,Nobuyoshi,Miyazaki
http://www.gra.fo/publication/Jean_Rohmer,Jean,Rohmer
http://www.gra.fo/publication/Dik_Lun_Lee,Dik Lun,Lee
http://www.gra.fo/publication/Margret_Mangelmann,Margret,Mangelmann
http://www.gra.fo/publication/Robert_M__Colomb,Robert M.,Colomb
http://www.gra.fo/publication/Janet_R__Roberts,Janet R.,Roberts
http://www.gra.fo/publication/Patrick_H__Ngai,Patrick H.,Ngai
http://www.gra.fo/publication/Renée_J__Miller,Renée J.,Miller
http://www.gra.fo/publication/Whan_Kyu_Whang,Whan-Kyu,Whang
http://www.gra.fo/publication/Vijay_S__Mookerjee,Vijay S.,Mookerjee
http://www.gra.fo/publication/Angelo_Morzenti,Angelo,Morzenti
http://www.gra.fo/publication/Moto_Kawamura,Moto,Kawamura
http://www.gra.fo/publication/Jair_M__Babad,Jair M.,Babad
http://www.gra.fo/publication/Snehasis_Mukhopadhyay,Snehasis,Mukhopadhyay
http://www.gra.fo/publication/Christian_A__Wieland,Christian A.,Wieland
http://www.gra.fo/publication/D__Sim,D.,Sim
http://www.gra.fo/publication/David_E__Smith,David E.,Smith
http://www.gra.fo/publication/Jerome_H__Friedman,Jerome H.,Friedman
http://www.gra.fo/publication/Wan_Gong,Wan,Gong
http://www.gra.fo/publication/George_C__Necula,George C.,Necula
http://www.gra.fo/publication/F__Lockwood_Morris,F. Lockwood,Morris
http://www.gra.fo/publication/Christopher_P__Wadsworth,Christopher P.,Wadsworth
http://www.gra.fo/publication/Jerry_C__Yan,Jerry C.,Yan
http://www.gra.fo/publication/Charles_Spirakis,Charles,Spirakis
http://www.gra.fo/publication/M__G__Moser,M. G.,Moser
http://www.gra.fo/publication/Josh_Creter,Josh,Creter
http://www.gra.fo/publication/Cherri_M__Pancake,Cherri M.,Pancake
http://www.gra.fo/publication/Rudolf_Fleischer,Rudolf,Fleischer
http://www.gra.fo/publication/Michael_Hanus,Michael,Hanus
http://www.gra.fo/publication/Yuh_Lin_Chang,Yuh-Lin,Chang
http://www.gra.fo/publication/Joey_F__George,Joey F.,George
http://www.gra.fo/publication/Jeffrey_Stout,Jeffrey,Stout
http://www.gra.fo/publication/Emin_Gün_Sirer,Emin Gün,Sirer
http://www.gra.fo/publication/Todd_D__Drake,Todd D.,Drake
http://www.gra.fo/publication/Ronald_Dattero,Ronald,Dattero
http://www.gra.fo/publication/Riccardo_Rosati,Riccardo,Rosati
http://www.gra.fo/publication/Paul_D__Ezhilchelvan,Paul D.,Ezhilchelvan
http://www.gra.fo/publication/_Nitin___Nick___Sawhney_,"""Nitin """"Nick""""","Sawhney"""
http://www.gra.fo/publication/James_H__Aylor,James H.,Aylor
http://www.gra.fo/publication/Alan_Fekete,Alan,Fekete
http://www.gra.fo/publication/John_Hiller,John,Hiller
http://www.gra.fo/publication/Balakrishnan_Krishnamurthy,Balakrishnan,Krishnamurthy
http://www.gra.fo/publication/Dan_Gerson,Dan,Gerson
http://www.gra.fo/publication/Garth_Gibson,Garth,Gibson
http://www.gra.fo/publication/Eitetsu_Oomoto,Eitetsu,Oomoto
http://www.gra.fo/publication/Jeff_Ranstrom,Jeff,Ranstrom
http://www.gra.fo/publication/Robert_Metcalfe,Robert,Metcalfe
http://www.gra.fo/publication/Yongdong_Wang,Yongdong,Wang
http://www.gra.fo/publication/Joseph_J__Tardo,Joseph J.,Tardo
http://www.gra.fo/publication/V__V__Paichnik,V.,Paichnik
http://www.gra.fo/publication/Robert_Y__Hou,Robert Y.,Hou
http://www.gra.fo/publication/Chung_Sheng_Li,Chung-Sheng,Li
http://www.gra.fo/publication/E__Don_Stuckle,E. Don,Stuckle
http://www.gra.fo/publication/José_Luis_Caro,José Luis,Caro
http://www.gra.fo/publication/Yoshihisa_Ogawa,Yoshihisa,Ogawa
http://www.gra.fo/publication/Lorrie_Faith_Cranor,Lorrie Faith,Cranor
http://www.gra.fo/publication/S__J__Ackerman,S. J.,Ackerman
http://www.gra.fo/publication/Mohammed_Javeed_Zaki,Mohammed Javeed,Zaki
http://www.gra.fo/publication/Gerald_Barber,Gerald,Barber
http://www.gra.fo/publication/H__L__Heil,H.-L.,Heil
http://www.gra.fo/publication/Jean_François_Rit,Jean-François,Rit
http://www.gra.fo/publication/Cyril_U__Orji,Cyril U.,Orji
http://www.gra.fo/publication/G__Landherr,G.,Landherr
http://www.gra.fo/publication/Gerrit_Tamm,Gerrit,Tamm
http://www.gra.fo/publication/Victor_N__Askman,Victor N.,Askman
http://www.gra.fo/publication/Hiroki_Takakura,Hiroki,Takakura
http://www.gra.fo/publication/M__Gargano,M.,Gargano
http://www.gra.fo/publication/Tomás_Isakowitz,Tomás,Isakowitz
http://www.gra.fo/publication/Aryya_Gangopadhyay,Aryya,Gangopadhyay
http://www.gra.fo/publication/Chris_Jermaine,Chris,Jermaine
http://www.gra.fo/publication/Thomas_Lemke,Thomas,Lemke
http://www.gra.fo/publication/My_Hoang,My,Hoang
http://www.gra.fo/publication/Ramesh_Subrahmanyam,Ramesh,Subrahmanyam
http://www.gra.fo/publication/Amy_J__Lee,Amy J.,Lee
http://www.gra.fo/publication/Kofi_Fynn,Kofi,Fynn
http://www.gra.fo/publication/Duc_Tran,Duc,Tran
http://www.gra.fo/publication/Graham_Wrightson,Graham,Wrightson
http://www.gra.fo/publication/Robert_G__Reynolds,Robert G.,Reynolds
http://www.gra.fo/publication/Michael_Greenberg_____,Michael Greenberg,0001
http://www.gra.fo/publication/Paul_Schweizer,Paul,Schweizer
http://www.gra.fo/publication/János_Komlós,János,Komlós
http://www.gra.fo/publication/Christer_Hulten,Christer,Hulten
http://www.gra.fo/publication/Christian_W__Omlin,Christian W.,Omlin
http://www.gra.fo/publication/Rafael_Paulin_Carlos,Rafael Paulin,Carlos
http://www.gra.fo/publication/Sridhar_Radhakrishnan,Sridhar,Radhakrishnan
http://www.gra.fo/publication/Shun_Yan_Cheung,Shun Yan,Cheung
http://www.gra.fo/publication/Hervé_Da_Costa,Hervé Da,Costa
http://www.gra.fo/publication/Lawrence_W__Dowdy,Lawrence W.,Dowdy
http://www.gra.fo/publication/Atsushi_Kitai,Atsushi,Kitai
http://www.gra.fo/publication/Soochan_Hwang,Soochan,Hwang
http://www.gra.fo/publication/Hideyuki_Tamura,Hideyuki,Tamura
http://www.gra.fo/publication/Arvind_Rajendran,Arvind,Rajendran
http://www.gra.fo/publication/Ron_Weiss,Ron,Weiss
http://www.gra.fo/publication/Elise_A__Yoder,Elise A.,Yoder
http://www.gra.fo/publication/James_K__Mullin,James K.,Mullin
http://www.gra.fo/publication/Ingo_Busse,Ingo,Busse
http://www.gra.fo/publication/Cleve_B__Moler,Cleve B.,Moler
http://www.gra.fo/publication/David_Naumann,David,Naumann
http://www.gra.fo/publication/David_S__Fogelsong,David S.,Fogelsong
http://www.gra.fo/publication/Sharon_Sickel,Sharon,Sickel
http://www.gra.fo/publication/Mark_B__Reinhold,Mark B.,Reinhold
http://www.gra.fo/publication/Michelle_Peterson,Michelle,Peterson
http://www.gra.fo/publication/Sudarshan_K__Dhall,Sudarshan K.,Dhall
http://www.gra.fo/publication/Zsuzsanna_Markusz,Zsuzsanna,Markusz
http://www.gra.fo/publication/Elias_Dahlhaus,Elias,Dahlhaus
http://www.gra.fo/publication/Frank_L__Stein,Frank L.,Stein
http://www.gra.fo/publication/W__N__Chin,W. N.,Chin
http://www.gra.fo/publication/Fabrizio_Angiulli,Fabrizio,Angiulli
http://www.gra.fo/publication/Dorothy_E__Denning,Dorothy E.,Denning
http://www.gra.fo/publication/Divyesh_Jadav,Divyesh,Jadav
http://www.gra.fo/publication/Cheong_Youn,Cheong,Youn
http://www.gra.fo/publication/Karen_Ryan,Karen,Ryan
http://www.gra.fo/publication/W__N__Dawson,W. N.,Dawson
http://www.gra.fo/publication/Timothy_C__K__Chou,Timothy C. K.,Chou
http://www.gra.fo/publication/Peter_Dayan,Peter,Dayan
http://www.gra.fo/publication/Kwok_Kee_Wei,Kwok Kee,Wei
http://www.gra.fo/publication/Lawrence_Snyder,Lawrence,Snyder
http://www.gra.fo/publication/Donald_Hindle,Donald,Hindle
http://www.gra.fo/publication/Jocelyne_Nanard,Jocelyne,Nanard
http://www.gra.fo/publication/B__A__E__Meekings,B. A. E.,Meekings
http://www.gra.fo/publication/Lawrence_O_Gorman,Lawrence,O'Gorman
http://www.gra.fo/publication/Huang_Cheng_Kuo,Huang-Cheng,Kuo
http://www.gra.fo/publication/Daphne_Koller,Daphne,Koller
http://www.gra.fo/publication/Christian_J__Callsen,Christian J.,Callsen
http://www.gra.fo/publication/Donald_R__Morrison,Donald R.,Morrison
http://www.gra.fo/publication/James_C__Spohrer,James C.,Spohrer
http://www.gra.fo/publication/C__J__M__Turnbull,C. J. M.,Turnbull
http://www.gra.fo/publication/Liusheng_Huang,Liusheng,Huang
http://www.gra.fo/publication/Joshua_Engel,Joshua,Engel
http://www.gra.fo/publication/Dietmar_A__Kottmann,Dietmar A.,Kottmann
http://www.gra.fo/publication/Frank_B__Schmuck,Frank B.,Schmuck
http://www.gra.fo/publication/Herman_D_Hooge,Herman,D'Hooge
http://www.gra.fo/publication/Stavros_Christodoulakis,Stavros,Christodoulakis
http://www.gra.fo/publication/Varghese_S__Jacob,Varghese S.,Jacob
http://www.gra.fo/publication/P__C__Capon,P. C.,Capon
http://www.gra.fo/publication/Douglas_Johnson,Douglas,Johnson
http://www.gra.fo/publication/Patricia_Eigner,Patricia,Eigner
http://www.gra.fo/publication/Gordon_Landis,Gordon,Landis
http://www.gra.fo/publication/Yvonne_Zhou,Yvonne,Zhou
http://www.gra.fo/publication/Robbert_van_Renesse,Robbert van,Renesse
http://www.gra.fo/publication/Claus_Pahl,Claus,Pahl
http://www.gra.fo/publication/Ryuichi_Watanabe,Ryuichi,Watanabe
http://www.gra.fo/publication/Anne_Marie_Vercoustre,Anne-Marie,Vercoustre
http://www.gra.fo/publication/Claudia_Pons,Claudia,Pons
http://www.gra.fo/publication/Lynn_Harbinson,Lynn,Harbinson
http://www.gra.fo/publication/Raymond_J__Mooney,Raymond J.,Mooney
http://www.gra.fo/publication/A__Kramar,A.,Kramar
http://www.gra.fo/publication/Rajan_Suri,Rajan,Suri
http://www.gra.fo/publication/R__Take,R.,Take
http://www.gra.fo/publication/Marek_Rusinkiewicz,Marek,Rusinkiewicz
http://www.gra.fo/publication/Hidetoshi_Monoi,Hidetoshi,Monoi
http://www.gra.fo/publication/Anat_Gafni,Anat,Gafni
http://www.gra.fo/publication/Michele_Angelaccio,Michele,Angelaccio
http://www.gra.fo/publication/Katharina_Morik,Katharina,Morik
http://www.gra.fo/publication/Roselyn_M__Romberg,Roselyn M.,Romberg
http://www.gra.fo/publication/R__Daniel_Bergeron,R. Daniel,Bergeron
http://www.gra.fo/publication/Norman_M__Sadeh,Norman M.,Sadeh
http://www.gra.fo/publication/Martin_Dürr,Martin,Dürr
http://www.gra.fo/publication/Froduald_Kabanza,Froduald,Kabanza
http://www.gra.fo/publication/Mike_Di_Loreto,Mike Di,Loreto
http://www.gra.fo/publication/Sunro_Lee,Sunro,Lee
http://www.gra.fo/publication/Jin_Fu_Chang,Jin-Fu,Chang
http://www.gra.fo/publication/Vladimir_Cherkassky,Vladimir,Cherkassky
http://www.gra.fo/publication/Daniel_C__Kellem,Daniel C.,Kellem
http://www.gra.fo/publication/Ting_Ting_Y__Lin,Ting-Ting Y.,Lin
http://www.gra.fo/publication/R__Sato,R.,Sato
http://www.gra.fo/publication/Rick_Kjeldsen,Rick,Kjeldsen
http://www.gra.fo/publication/Robert_van_Liere,Robert van,Liere
http://www.gra.fo/publication/Marty_Tenenbaum,Marty,Tenenbaum
http://www.gra.fo/publication/David_S__Renshaw,David S.,Renshaw
http://www.gra.fo/publication/Paolo_Marques,Paolo,Marques
http://www.gra.fo/publication/Ivan_Radev,Ivan,Radev
http://www.gra.fo/publication/Matthew_Jacobsen,Matthew,Jacobsen
http://www.gra.fo/publication/Peter_T__Wood,Peter T.,Wood
http://www.gra.fo/publication/Chris_Mellish,Chris,Mellish
http://www.gra.fo/publication/Jerome_A__Feldman,Jerome A.,Feldman
http://www.gra.fo/publication/Hillel_Gazit,Hillel,Gazit
http://www.gra.fo/publication/Carl_McCrosky,Carl,McCrosky
http://www.gra.fo/publication/Diane_Vizine_Goetz,Diane,Vizine-Goetz
http://www.gra.fo/publication/Jeff_A__Bilmes,Jeff A.,Bilmes
http://www.gra.fo/publication/Wen_King_Su,Wen-King,Su
http://www.gra.fo/publication/William_D__Shoaff,William D.,Shoaff
http://www.gra.fo/publication/Jan_Hidders,Jan,Hidders
http://www.gra.fo/publication/Kevin_J__Gildea,Kevin J.,Gildea
http://www.gra.fo/publication/Sarabjot_S__Anand,Sarabjot S.,Anand
http://www.gra.fo/publication/David_A__Santek,David A.,Santek
http://www.gra.fo/publication/Peter_M__Schwarz,Peter M.,Schwarz
http://www.gra.fo/publication/Junping_Sun,Junping,Sun
http://www.gra.fo/publication/Jing_Jang_Hwang,Jing Jang,Hwang
http://www.gra.fo/publication/Lawrence_D__Ryan,Lawrence D.,Ryan
